feature,feature_category,model_feature_role,univariate_status,drop_now,next_stage,special_case_type,special_case_reason,special_next_action,special_validation_stage,numeric_section_review_flag,numeric_section_review_reason,universal_basic_review_flag,universal_basic_review_reason
cc_high_util_80_trend_6m_vs_old_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value; high_outlier_burden;,False,
cc_high_util_80_trend_6m_vs_old_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value; high_outlier_burden;,False,
cc_high_utilization_100plus_count_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_100plus_count_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_100plus_count_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_100plus_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_100plus_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_100plus_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_count_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_count_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_count_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_30plus_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_count_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_count_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_count_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_50plus_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_count_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_count_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_count_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_high_utilization_80plus_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_invalid_credit_limit_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_invalid_credit_limit_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_invalid_credit_limit_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_invalid_credit_limit_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_invalid_credit_limit_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_invalid_credit_limit_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
